step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,reward_resource,reward_network,reward_security,best_q,alt_q,delta,prob_action_0,prob_action_1,prob_action_2,prob_action_3,prob_action_4,prob_action_5,prob_action_6,prob_action_7,prob_action_8,prob_action_9,prob_action_10,prob_action_11,max_prob,max_prob_action,policy_entropy,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_total_ues,feat_nb_resources
2857,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): +5.6587. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.09636716,-39.86671272,-384.9185486,-390.57724,5.658691406,0.063184,0.036441,0.258397,0.074581,0.172088,0.091837,0.01161,0.147744,0.039286,0.038375,0.030764,0.035694,0.258397,2,2.173186,22,188.5,18,102.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8379580974578857,4.58984375,8012.064453,0.033623558,0.191894531,0.081978932,0,93.28571319580078,0,939.8571166992188,20,7
2858,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): +2.6710. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.04673138,-18.36770656,-375.0141907,-377.6851807,2.670989990234375,0.063184,0.036441,0.258397,0.074581,0.172088,0.091837,0.01161,0.147744,0.039286,0.038375,0.030764,0.035694,0.258397,2,2.173186,22,188.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8379580974578857,4.58984375,8014.902344,0.013826915062963963,0.053039551,0.081978932,0,93.28571319580078,0,939.8571166992188,20,7
2859,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): -27.4135. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.04918917,-39.86870045,-403.7911682,-376.3776855,-27.41348267,0.063184,0.036441,0.258397,0.074581,0.172088,0.091837,0.01161,0.147744,0.039286,0.038375,0.030764,0.035694,0.258397,2,2.173186,22,188.5,18,102.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8379580974578857,4.58984375,8017.740234,0.006213052,0.023788452,0.081978932,0,93.28571319580078,0,939.7142944335938,20,7
2860,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: +22.8354. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.050482638,-18.36869179,-376.1271973,-398.9625549,22.835357666015625,0.063184,0.036441,0.258397,0.074581,0.172088,0.091837,0.01161,0.147744,0.039286,0.038375,0.030764,0.035694,0.258397,2,2.173186,22,188.5,18,102.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8379580974578857,4.58984375,8020.578125,0.006547928,0.02532959,0.081978932,0,93.28571319580078,0,939.7142944335938,20,7
2861,A2C,A2C_Q,SingleObjective_PolicyBased,8,2,2,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 2): +26.0473. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.175236786,-0.093802759,-18.35498319,-379.3704834,-405.4177856,26.04730224609375,0.058029,0.036764,0.267568,0.076736,0.166102,0.093526,0.01186,0.14315,0.039838,0.03871,0.031135,0.036583,0.267568,2,2.170361,22,188.5,16,100.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8382372856140137,4.58984375,8023.414063,0.006724494,0.028594971,0.081978932,0,93.28571319580078,0,939.5714111328125,20,7
2862,A2C,A2C_Q,SingleObjective_PolicyBased,11,2,2,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 2): +14.7874. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.175236786,-0.094900883,-18.34495372,-384.4862061,-399.2735901,14.787384033203125,0.058029,0.036764,0.267568,0.076736,0.166102,0.093526,0.01186,0.14315,0.039838,0.03871,0.031135,0.036583,0.267568,2,2.170361,18,180.375,18,102.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8365631103515625,4.5859375,8026.25,0.013463429175317287,0.053253174,0.081978932,0,93.28571319580078,0,939.4285888671875,20,7
2863,A2C,A2C_Q,SingleObjective_PolicyBased,8,2,2,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 2): +10.2772. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.120383817,-1.871359603,-18.34548775,-384.7604675,-395.0376892,10.27722168,0.058029,0.036764,0.267568,0.076736,0.166102,0.093526,0.01186,0.14315,0.039838,0.03871,0.031135,0.036583,0.267568,2,2.170361,22,188.5,18,102.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.578125,8029.085938,0.013939993,0.077880859,0.081978932,0,93.14286041259766,0,939.4285888671875,19,7
2864,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): -20.7608. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.09212939,-39.84648059,-401.8198242,-381.0589905,-20.76083374,0.058029,0.036764,0.267568,0.076736,0.166102,0.093526,0.01186,0.14315,0.039838,0.03871,0.031135,0.036583,0.267568,2,2.170361,14,172.25,24,112.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.578125,8031.921875,0.7847581505775452,5.40234375,0.081978932,0,93.14286041259766,0,939.2857055664062,19,7
2865,A2C,A2C_Q,SingleObjective_PolicyBased,1,2,2,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 2): -2.1520. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.048529823,-18.34663801,-383.8477783,-381.6957397,-2.152038574,0.058029,0.036764,0.267568,0.076736,0.166102,0.093526,0.01186,0.14315,0.039838,0.03871,0.031135,0.036583,0.267568,2,2.170361,18,180.375,24,112.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.578125,8034.757813,0.013497216627001762,0.07421875,0.081978932,0,93.14286041259766,0,939.2857055664062,19,7
2866,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): +14.0529. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.04945878,-39.84763091,-386.8962708,-400.9491272,14.05285645,0.056979,0.035129,0.280672,0.076666,0.172074,0.094146,0.01093,0.141919,0.032999,0.03772,0.029626,0.031141,0.280672,2,2.134627,16,178.375,24,112.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.578125,8037.59375,0.00645801,0.025650024,0.081978932,0,93,0,939.2857055664062,19,7
2867,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: -15.1503. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.21261715,-39.84862385,-394.3851624,-379.2348633,-15.15029907,0.056979,0.035129,0.280672,0.076666,0.172074,0.094146,0.01093,0.141919,0.032999,0.03772,0.029626,0.031141,0.280672,2,2.134627,16,178.375,24,112.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.578125,8040.429688,0.006584712,0.025192261,0.081978932,0,93,0,939.2857055664062,20,7
2868,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: +0.0701. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.048497843,-18.34911558,-381.151947,-381.2220764,0.070129395,0.056979,0.035129,0.280672,0.076666,0.172074,0.094146,0.01093,0.141919,0.032999,0.03772,0.029626,0.031141,0.280672,2,2.134627,16,178.375,26,114.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.578125,8043.265625,0.033242363,0.190551758,0.081978932,0,93,0,939.2857055664062,20,7
2869,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): +6.7773. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.09702186,-39.85010859,-389.2911072,-396.0683594,6.777252197265625,0.056979,0.035129,0.280672,0.076666,0.172074,0.094146,0.01093,0.141919,0.032999,0.03772,0.029626,0.031141,0.280672,2,2.134627,14,176.375,26,114.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.578125,8046.101563,0.006453651,0.024703979,0.081978932,0,93,0,939.1428833007812,20,7
2870,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: -1.2679. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.048653734,-18.35076748,-384.7518921,-383.4839478,-1.267944336,0.056979,0.035129,0.280672,0.076666,0.172074,0.094146,0.01093,0.141919,0.032999,0.03772,0.029626,0.031141,0.280672,2,2.134627,16,178.375,26,114.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.578125,8048.9375,0.013926914893090725,0.053527832,0.081978932,0,93,0,939.1428833007812,19,7
2871,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: -18.5948. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.09511804,-39.85176057,-402.1811829,-383.5863953,-18.5947876,0.05879,0.036384,0.270854,0.079643,0.176395,0.097134,0.011508,0.133172,0.034044,0.038821,0.030787,0.03247,0.270854,2,2.154498,14,176.375,26,114.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.578125,8051.773438,0.006474904,0.025192261,0.081978932,0,93,0,939,19,7
2872,A2C,A2C_Q,SingleObjective_PolicyBased,9,2,2,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 2): -13.0707. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.05013947,-39.8527537,-401.7888794,-388.7182007,-13.07067871,0.05879,0.036384,0.270854,0.079643,0.176395,0.097134,0.011508,0.133172,0.034044,0.038821,0.030787,0.03247,0.270854,2,2.154498,16,178.375,26,114.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.578125,8054.609375,0.013659886084496975,0.053924561,0.081978932,0,93,0,939,19,7
2873,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: -3.7741. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.048227974,-18.35324562,-387.8822327,-384.1080933,-3.774139404,0.05879,0.036384,0.270854,0.079643,0.176395,0.097134,0.011508,0.133172,0.034044,0.038821,0.030787,0.03247,0.270854,2,2.154498,16,178.375,26,114.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.578125,8057.445313,0.006677628,0.02557373,0.081978932,0,93,0,939,19,7
2874,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: -15.9316. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.09522747,-39.85423883,-397.9155579,-381.9839783,-15.93157959,0.05879,0.036384,0.270854,0.079643,0.176395,0.097134,0.011508,0.133172,0.034044,0.038821,0.030787,0.03247,0.270854,2,2.154498,14,176.375,26,114.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.578125,8060.28125,0.006416866,0.023376465,0.081978932,0,93,0,938.8571166992188,18,7
2875,A2C,A2C_Q,SingleObjective_PolicyBased,9,2,2,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 2): -15.4793. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.05099318,-39.85523208,-396.0510864,-380.5717773,-15.47930908,0.05879,0.036384,0.270854,0.079643,0.176395,0.097134,0.011508,0.133172,0.034044,0.038821,0.030787,0.03247,0.270854,2,2.154498,16,178.375,26,114.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.578125,8063.117188,0.013674327172338963,0.053833008,0.081978932,0,93,0,938.8571166992188,18,7
2876,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): -1.8062. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.047079718,-18.35622537,-380.3322449,-378.5260315,-1.806213379,0.060187,0.037442,0.254098,0.082005,0.182601,0.099954,0.011645,0.136658,0.034746,0.036012,0.031421,0.033231,0.254098,2,2.168188,16,178.375,26,114.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.578125,8065.953125,0.006794248,0.027252197,0.081978932,0,93,0,938.8571166992188,18,7
2877,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): -7.2939. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.21176204,-39.85721872,-385.6292725,-378.3354187,-7.29385376,0.060187,0.037442,0.254098,0.082005,0.182601,0.099954,0.011645,0.136658,0.034746,0.036012,0.031421,0.033231,0.254098,2,2.168188,16,178.375,24,112.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.578125,8068.789063,0.006260463,0.023895264,0.081978932,0,92.85713958740234,0,938.8571166992188,18,7
2878,A2C,A2C_Q,SingleObjective_PolicyBased,6,2,2,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 2): +0.3310. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.047405925,-18.35821211,-378.9335938,-379.2645569,0.330963135,0.060187,0.037442,0.254098,0.082005,0.182601,0.099954,0.011645,0.136658,0.034746,0.036012,0.031421,0.033231,0.254098,2,2.168188,18,180.375,24,112.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.578125,8071.625,0.033114571,0.19128418,0.081978932,0,92.85713958740234,0,938.8571166992188,18,7
